Shop name,Review,Stars,Date,Country
Lalaine Es,Great appa for fix problems in seo,5,3-Jul-18,Spain
Magic Bus Kidswear,Just started using the app thank you,5,9-Apr-18,India
Maui Woke,seems nice just got app and using it,4,26-Jun-18,United States
KIFFE,"For me, I find the app is not for beginner. Not so user friendly and a lot of manual set ups to be done.",3,20-Nov-20,Malaysia
Legion Goods,Unsure. app suggested i leave a review to make it more easily accessible to google. have to wait and see.,3,"Edited September 22, 2016",Australia
Got A Have It,3 stars  because I have to write a note about the product...,3,29-Jun-17,United States
Cruisepak,"Just got it, seems to have multiple options. Looking forward to using",5,8-Aug-18,United States
Beststorehere,Awesome and Great! Recommended to use by All Shopify owners.,5,23-Aug-17,Singapore
choices 24/7,"Je ne trouve pas comment faire pour régler le problème, d’Alleur je ne suis pas douer pour sa, c'est pourquoi j'envisage de prendre une autre application qui le ferai automatiquement pour moi. La mise en route a était un peut longue, ne le recommande pas, on veut le publier apparemment",1,"Edited March 27, 2019",France
Wooden House Lights,"Potrzebna do pozycjonowania jak pomoze to bedzie moja ulubiona aplikacja, czekam na efekty ... zobaczymy",5,5-Jul-21,Poland
No Basic Bich,I just trying it to test google ranking of this web store for ladies under garments in UK community.,5,25-Oct-20,United Kingdom
Ejuicehub,LOVE THIS APP!,5,25-Jun-17,United States
Vividhelp,very nice i used it its very simple and helpful i would like to recommend every one use it to boost the seo,5,7-Apr-20,United Arab Emirates
Br Naturals,"This was quick and easy, what more can you ask for they did everything",5,17-Apr-17,Canada
LUX,very good !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,8-Mar-19,Romania
GoSocial Healthcare (Unit of Globus Consulting),jjjhgjhblbjblkjbljkbkjbkbjbbuij sdfsadf adsfads flkhsadmnf;sadiofhadsfkadsfjadslkfnasddfjbadsfhasdlkfnads;hasd8fdsf,5,27-Jul-21,India
The Teddy Rose,Bad App very bad experiences not recommend to others.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,2-Oct-19,United States
The Changing World Store,"Fantastic, I would recommend. I have just started but i love the concept and looking forward to seeing some results!",5,"Edited June 5, 2020",United Kingdom
FINDOT,THANK YOU~I KNOW NOTHING ABOUT SEO.I NEED HELP~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,5,3-Dec-18,United States
Influjo,I´ve just created my web on line store and needed help to improve SEO. Good and well explained advices.,4,7-May-20,Spain
Trends N Trade,frwgtew ggregeg grwgregerge grwgergrg gregregbr,5,24-Feb-18,United States
The Blissful Dog,"So far so good! I have a lot of products with a lot of odd SEO requirements and am pleased by what I see. I'll revise after I've had a chance to work with it a bit, but am expecting good results.",5,"Edited August 25, 2020",United States
Mediterranic Store,I Will update as soon as I have the results. Till now everything looks smooth and pratical. Thanks.,5,"Edited November 15, 2021",Portugal
Melbourne Home & Living,We installed this app and the next day ou ranking in Google was completely wiped off. Traffic is down 25% and it will reduce further if we don't take action. sent emails after emails and given them access of admin and till now no reply. Very bad customer support service and very disappointing to be in this position. Shopify pls look this is very dangerous for the business.,1,15-Nov-21,Australia
Cartguy.ca = Golf Cart Dealer Ontario Canada,I installed the app and got result right away. I then fixed couple of this on my setup in my home page and then ran test again and it showed improvement right away in the test. Quick test. Didn`t need to dive into the articles as it was quick and easy,4,3-Dec-13,Canada
Ready Trend,"nice app really helpful if you're growing your new business, Friendly use, result really easy config by yourself",5,28-Jul-20,United States
Doppeltree,"*Update* For some reason, later responses were routed to our spam email folder. I see that Plug in SEO did respond to me. Will revise review again after working with Plug in SEO to fix issues* We ran into an issue after installing the app on 2/11. Discovered that I was missing all of our page titles and meta descriptions even though they were all showing up correctly within Shopify. I immediately uninstalled the app to try and revert my store back to the original state. To Plug in SEO's credit, they did reach out to me immediately after my uninstall and offered to help me troubleshoot. Happy to get their help, I reinstalled the app and waited for their response. But after a day of not hearing back, I decided I couldn't wait any longer (since my page titles and meta descriptions were all still missing), so I uninstalled the app a second time and reverted everything back to it's original state. Granted, it could've been a minor issue that was easily fixable, but the lack of follow up communication after the initial message on 2/11 through today 2/16 was/is not a positive customer experience.",4,"Edited February 16, 2021",United States
Snazzy Bazaar,"Snazzy Bazaar definitely recommends Plug in SEO for all store owners. It is easy to use, simple and does the basic important SEO check in a matter of seconds.",5,7-Oct-16,United States
A2l-discount.com,very complete and easy to use. i am happy with this application and hope results will be good. buy it,5,11-Dec-19,France
Gentlemancave,"Fantastic app, everyone needs to use this at least to start with.",5,23-Apr-18,Australia
Survivor Nomad,Thank you for putting all this together! Saved me a ton of work!,5,6-Oct-16,United States
chinasuppliercheckup,nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nicenice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nicenice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nicenice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice,5,"Edited April 3, 2020",China
asuare,"i used this app speed my site, it's really helpful , can help you to analyze speed of you web ,and support to improve,great!",5,27-Nov-18,China
ExcellentSupply.com,"This app did not prove to be super helpful for us. Every SEO issue that the app flagged led us to a dead end - with an invitation to PAY their ""expert"" to help fix it for us. This app doesn't seem to provide a clear and intuitive way to resolve SEO issues on your own. I want an SEO app that delivers spot-on search results, without digging into my wallet for extended add-on services. There are better SEO apps out there IMHO. We're switching our store over to the Sherpas Smart SEO app which makes it simple for end-users to tweak SEO on their own. --- But do your own research to confirm... Read the Shopify reviews for any SEO app you see in the app store; then visit the store that posted the review, copy a line of their data, and do a Google search. It's pretty easy to establish whether an SEO app delivers on its promises. Not saying Plugin SEO is bad, I just feel there are better options and more user-friendly tools out there.",1,"Edited May 13, 2021",United States
INNOVATIVE,Fantastic! I never know it can do so well! Beyond things i know. I am looking forward for millions and millions of endless sales,4,2-Oct-20,Singapore
lightmeup,"This app just saved me so much time, it's great!! It has helped me connect and to sync fully to Google Merchant Centre much faster",5,31-May-22,Ireland
Latest Tech Store,"After solving my problems, I will give you five star.",4,24-Dec-17,Bangladesh
Xgadget,It helped with mostly customizing my page title and other important tools on my website. Highly recommend it!!!,5,28-Jul-20,United States
Diamond Serenity,"So far, this is a great product that is very helpful in not only finding and fixing SEO issues, but also helping you to discover ways to come up with your own copy for adding SEO juice to your site, so you are more informed and better armed to address any problems with your site.",5,8-Aug-20,United States
Pet Mesh Gate,It's  a great app for powerful SEO content I used it and I loved the fact that it takes you through all the process smoothly,4,5-May-20,Malawi
Most innovative products to make an  easy life,"That will ruin your code source and create new code files, insert new line, comment old code, slow your website, you need to unstill the app and do a lot of manual changes;
try a manual change to your pages, img by adding titles, meta, keywords, H1,H2,H3,Alt, read more about SEO best practices, txt vs image %,..
Good luck for the team behind, you're doing a good job, but this is not for who need to own his website, lazy people or who don't have time to read SEO may need to try such apps,",1,24-Sep-21,United Kingdom
Saltrock,Libby is a great customer service rep and helped us with everything we need very quickly. Recommend,4,7-Oct-22,United Kingdom
Foughtcloud,"Great app! Although, it keeps saying I need to fix it after I followed the steps!",4,19-Sep-16,United States
ActiveGear,This is a great app for SEO for all levels of expertise. Highly recommended if you want a quick fix,5,10-Apr-21,United States
Odeiouvapassa,"muito bom, super recomendo este app",5,9-Apr-18,Brazil
Mum & Kids Store,"I used this app its done a lot for me. Highly recommend this app for the store SEO optimizations and rank of your store in google and search engine. This app also helps to facebook, Instagram and Twitter and other social media ais viral for your site are ex ordinary outcomes.",5,16-Nov-19,United Kingdom
Protak,"Just installed the APP, it looks very handy so far. Makes it easier to identify and fix your SEO issues.",5,24-Aug-20,Australia
Avazalon,"This application is one of the worst, it is very inconvenient to use. and there are no training materials in use. The support is terrible, they weigh it down for a long time and not to the questions that they asked",1,3-Jun-22,China
??? ????? - ???? ???? ???,This is an Amazing Plugin! The explanations are very friendly and you can also Learn al lot about the SEO from it!,5,7-Jul-20,Israel
GTplex,"I liked it very much...My page is now getting Lots of Organic traffic
Worth for it Price Get the Plus plan",5,26-Jan-19,Italy
BetterLifeExpress,"MoveAnything is a powerful tool that lets you adjust every UI element, giving you complete control over not just your action bars but quest list, portrait location, minimap location, and more. If you've ever wanted to fully redesign WoW's UI, this is a good place to start.",5,7-Aug-19,Germany
Besty World,nice app with pro function help me with fix many mistake i advice people for using it help and boost rank,5,30-Mar-21,Canada
Fashion Factory Readymades,Really good app for entrepreneur,5,27-Apr-17,India
Quadrysteria,Owner was helpful in helping understand navigation in the app. Great support!,4,"Edited June 23, 2017",United States
Party-Props,"Perfect tool for someone like myself with limited experience in SEO and shopify, working my way through with the help of the app",5,27-Jun-20,United Kingdom
wking,"I don't know if it works, but I want to try. I hope it is useful, not just another waste of overhead...thanks so much?",5,"Edited March 16, 2021",China
Rabid stores Online,"i used this app to help me add some very much needed SEO with a H1 Heading on my pages, Great app that gives free advice. I will be using the Paid version when my store starts making a bit of money. thanks guys, great job. :)",5,"Edited January 4, 2020",United Kingdom
Goldmarketmovement,This is a great app! It's helped me tackle the weak points in my websites SEO! I highly recommend it to anyone! www.FrostLX.com,5,5-Feb-17,United States
Teradigital,Really great App to improve my store and great customer service to help me with the problem of seo ..,5,"Edited November 6, 2019",China
Real Canadian Gift Shop Warehouse,Difficult to understand how it works.,3,14-Oct-16,Canada
Le petit flacon,I used to improved seo. It very useful when you are beginner in seo. I advice this plugin for beginner.,5,4-Mar-19,France
Applemoon,"A really goof prompt to get SEO sorted! thank you, Kim",3,17-Oct-16,United Kingdom
Curvy Gyals,just got it. provide some detail about what you did or did not enjoy about using this app. Your comments can help other merchants decide whether to use this app. how,1,21-May-21,United States
eegojewelry,1.1111E+197,5,30-Apr-19,China
Concetto è,"This is good to get some advice, but even with the $20 plan you'll have to do everything manually (meta tags, headings, etcc...). Basically you'll end up paying $240 / yearly to get some short guide about basic SEO instructions. You can get it for free on thousands of free tutorial on-line.
To have some ""fix"" on your webiste the dev. of the app asks for extra fees.",2,"Edited July 25, 2019",Italy
Teeny Roo,"The app told me I need to H1 my product titles, it already had H1 tags, it also told me page title needs title tags which it already had, didn't work for me.",3,21-Jan-19,Australia
Loja Kator,Im testing but it look great by now. I will keep testing and get better conclusions soon and go back here,5,13-Oct-21,Brazil
Laurie de l'innovatrice,"Great app, easy to use, I recommend if you want to increase your SEO. I'm still learning but it looks really easy with this app!",5,20-Aug-20,France
Komfort Stylzs,"I just started, Don't really even know what it is. Once it shows itself and I see what it does then I will give you a review.",1,18-Sep-17,United States
Platingislife,Seems to do great! I got my SEO score dialed in and looks like were of to a great start. Thanks guys!,5,18-Oct-16,United States
Kessuavo,It has really help with our seo. Definitely a good app. Would most certainly recommend it for everyone to use.,5,14-Mar-19,United States
julie rose party co,As a newbie to SEO this app has already helped a lot. I only installed it a day ago and it's already given me a great steer on everything I need to do to get my site optimised. Brilliant - thank you!,5,23-Aug-13,United Kingdom
Better Inspire,Best seo app ever,5,31-Jul-20,United States
Norton Hurley,Broke our theme upon install. Not sure how to fix it. Don't have time to reach out to the developer and wait for a response w/o tackling the fix ourselves. It injected some gibberish into the announcement bar and our favicon is also gone.,1,15-Jul-21,United States
House of Sillage,"I used the app to help me with my SEO for my shopify store, what a great an easy alternative to tradition SEO slavery",5,4-Mar-20,United States
Wish4nails™,"Good and intuitive, the instructions is easy, perfect for beginners in SEO and price is good,i recomended it",5,6-Jun-21,Chile
Atomicpenguin,"Great little app. Within a few minutes we were able to identify that we need to use H1 tags on our product pages to help google understand the important topic of the given pages. Would recommend to a anyone wanting to boost seo, if you are not confident with seo or coding there is also the option to fix it automatically with the built in software, this will incur extra costs but is worth it if you're looking to grow your company.",4,22-Sep-16,United Kingdom
taylorwill,Super application elle ma beaucoup aidé afin d'optimiser au mieux mon site internet désormait le référencement est un jeu facile,4,19-Aug-19,France
The Succulent Maven,"easy and informative but way too expensive, for me, as I am just starting my shop, to really fix any issues.",4,29-Nov-19,United States
Casicork,This app shows you the basics of SEO improvement. Good for those who are beginners to SEO and for those who have shops with lots of pages and want to check if they're missing something.,4,24-Oct-16,Portugal
Loganbel,Great App! - Highly Recommended! :),5,17-Oct-16,New Zealand
VEZLAN,I love this app. This is very happy for me and my workers by driving our company to another level. Thank you,5,8-Dec-20,United States
manacoshop,Search Engine Optimization (SEO) bilmenize gerek kalmadan her seyi hallediyor. Ücretsiz deneme vermesi de gayet güzel tavsiye ederim.,5,4-May-22,Türkiye
Mi Patria,"Gran aplicación, me ayudo a mejorar los SEO de mi pagina y optimizar mi tienda y llevarla a otro nivel.",5,23-Jul-21,United States
La Pépixterie,"Hello,",5,"Edited July 22, 2020",France
international feihu shop,"I like this app very much to my great help, I hope you can run your own shop together, business prosperity, the better.",5,"Edited January 5, 2019",China
ledboxs,"good,thanks some detail about what you did or did not enjoy about using this app. Your comments can help other merchants decide whether to use this app.
Review body",5,15-May-20,China
RHM E-COMMERCE LTD,I used this app to help me with my Shopify stores and advance in the creation of my e-commerce site.,5,9-Dec-20,United Kingdom
Cute Womens Clothing,Cutewomensclothing.com loves this app ~ plug in SEO makes a breeze out of auditing and fixing SEO issues,5,18-Nov-19,United States
Ahazze,fazendo teste e ver se realmente compensar ter na loja,4,17-Feb-20,Brazil
Ecogirl Handbags,I think the app is very intuitive so far. I really like it. It has been easy for me to figure out.,5,3-Nov-16,United States
First Walkers,"Very easy to user, great checkup tool",5,27-Apr-15,Australia
Souvenir Cathédrale Gift Shop,super easy to use and effective app for website on-page optimization. I will recommend it to others for sure,5,6-Mar-22,Canada
Kichese,"Subiu 2 pontos na avaliação do Google, estava em 29 e foi para 21, nao ganha 5 estrelas por que subiu pouco",4,23-Jan-20,Brazil
S T E M Store Of Canada,"I would recommend this to a friend.  It gives quick, objective and actionable feedback and advice.  Very helpful.",5,1-Oct-16,Canada
CubanChainShop,greatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreatgreat,5,5-May-22,United States
SilverTide925,"awesome app! i had no idea i had so many stuff to fix! i have a bit knowledge in SEO but i just found out it is not near enough.
the apps does everything for you!
in the future if my revenue improves i will definitely hire someone!",5,"Edited January 25, 2021",United States
El gusto canario 8,Great app. i really recomand    www.elgustocanario.com,5,10-Apr-15,Spain
AJC Premium Gadgets,could be more user friendly especially not always trying to upsell a particular product to buy and purchase,4,5-Apr-20,United States
The Vegan Cosmetics Store,This is a really great and straightforward app.  The least one can do is try it for free but I imagine anyone would grow to love it,5,"Edited July 31, 2019",United States
4LifetimeLines,So far using this application has been a good experience. I am still in the beginning phase and I am excited to see the results. There is step-by-step instructions on how to use this application which is very helpful.,4,"Edited October 5, 2020",United States
DeskTheme,"It's a good app to help me fix seo error,someone like me is fresh on SEO,It could help and slove the problem",5,13-Jan-21,China
JISD Store,So far I have set this app up and it seems to be working fine. Will look forward to completing all the steps.,5,5-Mar-20,United States
Highland Leather,I used this app to help me with fixing my SEO problems on my website. This is the best app I found to do this,5,23-Mar-21,Australia
Diagsoft,"great app , works very well, and its free !!!!!  
thank you very much !",5,7-Jan-20,Israel
Nationwide Filing Supplies,Great free app! Happy to have it.,5,24-Aug-16,United States
Eco Matcha,Great simple website seo check,5,2-Oct-16,Australia
Perchi Sei Bella E Unica Boutique,N/a N/a N/a N/a N/a N/a N/a N/a N/a N/a N/a N/a  N/a,3,24-Jun-18,United States
pickout4u,The application is under testing and so far no results have been shown. Currently the settings are rather complicated..,3,"Edited March 17, 2020",Saudi Arabia
Nerdgasm,"Seems very straightforward and a good leap into the right direction of understanding SEO. 4 Star because I have not seen the final results in terms of traffic growth, etc.",4,25-Mar-20,Canada
Electrodesandmore,very good.  Saves lot of time in identifying and correcting SEO issues.,5,14-Nov-17,United States
Hellanbach 2,Quick Fast and Easy way to analyze your page.,5,25-Oct-16,United States
Oxigenshop,"Waste of time. I followed the step-by-step instructions to fix the problems. When the application checked again, it found again the same problems (the problems I had corrected with the application's instructions). LOL :-)",2,29-Dec-17,Greece
Hitzone store,Por ahora estamos tratando aver como trabaja la app así que espera otra reseña mía.  Quiero ver el tráfico subir quiero ver mi tienda progresar esto significa mucho para mi como jefe de familia,4,17-May-20,United States
Food Service Supply,this app works great for our website http://www.foodservicesupply.com.  Boosted rankings fast.,5,15-Oct-16,United States
Oh Deer Studio,Not a very useful app to use if you are not committed to using their Premium plans. The cost of which is a bit too high for my budget. Sorry :-(,1,18-Oct-17,South Africa
BISUNIQUE,no entiendo nada de nada a ver si alguien lo puede poner en habla hispana que somos millones de personas y no se acuerdan que existimos.,4,"Edited March 7, 2020",Spain
Benecaribe,I like how quickly I can get feedback on my SEO!,4,1-Dec-16,United States
Looks Like Sex,"App was not user friendly, followed instructions and didn't help any.  Gave me errors for pictures because there was no text underneath them?  Didn't like the app at all, ended up deleting.",1,28-May-13,United States
Beefyteez,"It was my understanding that this app was free, unless you opt for the paid features. When I tried to install I was immediately asked to confirm that I was happy for them take money from me. Then the spamming came for me to install the pro version. For the time it was installed I tried it out, problems with my H1 headings? Nope they are fine, it's just a cheap trick to get customers to buy their services for something they don't really need. There is no help section to the page you are directed to, no information regarding the ""report"".",1,6-Oct-17,Canada
Assist Wear,"Very simple, helped me identify some problem areas and I was able to take care of them myself! Great app",4,28-Aug-18,United States
Find Your Tie,"very handy, but sometimes ask to quick different questions",3,26-Feb-18,Germany
PetSnooze.co.uk,Great app.............................................................................................................................,4,13-Sep-20,United Kingdom
Gods Got My Vote,YES SO FAR SO GOOD WILL GIVE ADDITIONAL REVIEW WHEN I DIVE IN MORE,4,20-Oct-16,United States
Vextra Security,"In my opinion it a funnelling, not an app. They want you to install it to put you on plan. I also left with SEO fields inside my theme I cant get rid off after uninstall. thanks",1,4-Dec-21,Australia
J S Graphics,So easy to install the app. Easy to use too! So far so good! A++++,5,25-Oct-16,United States
Children of the light Co.,was preeeeeetty good ! it allowed me to fix my search engine optimisation issues and now my website is running smoothly!,4,"Edited November 12, 2018",United Kingdom
mybeautifulhijab,je commence a comprendre et a tout modifier pour que mon site sois au top ! merci pour cette appli bien expliquer,4,30-May-22,France
Ehomful The Funny Camera Club,I use this app just these days. I don't know how good it is. just need to time to approval it.  need more,4,"Edited November 11, 2018",China
Dear Deer Eyewear,Sweet. Lets write a longer review,4,21-Jan-18,Lithuania
FRING'UP,Une réponse immédiate à ma question avec un test effectif des mots clés proposés et une indication précise du chemin à suivre dans shopify,4,6-Feb-22,France
madebyartisans. | Online Store,Gave this app a go thinking it would add some value to my SEO optimization efforts - still working through it and so far so good.,4,19-Apr-20,South Africa
Fannypackshop,"Can't complain too much really ~ I thought the advice it gave me on the HTML name was sort of hit & miss, but whatever. I do however wish that your company would change the ""Free Forever"" portion on your Shopify page to something more accurate like ""Free for a month ~ then not Free"" it's a little inaccurate. What do I know tho",5,23-Jul-18,United States
Purrrfect For Pets,"i haven't even tried it, hard to rate something before I use it.",4,14-May-17,United States
Kinderland Largs,"Can only give you 4 stars as I am still getting the hang of it and I am promted to leave a review before I have even started properly. Anyway, it's free.",4,14-Mar-20,United Kingdom
Gem777,"very nice app , thank you in advance",4,30-Aug-18,United States
Wooftops and Tails,"The app was useful but not for me, however, the support staff were great and very helpful indeed! thanks",4,"Edited July 24, 2020",United Kingdom
Photohack Lovers,"can you please delete the app, i dont want it and it cost to much and have to paste a bunch of code not worth it.",1,12-Sep-20,United States
Pushing Pixels,"Scan showed up two minor things that could be fixed which was good to know (in that there wasn't more things wrong), but it started off saying it was free, then said a 14-day free trial, then it said it was only a 7 day free trial! So I kept it installed for about 7 minutes.",3,12-May-17,United Kingdom
Warrior Within Designs,"this is a helpful start to seeing where I need to improve my SEO tactics, Thank you",4,31-Jan-18,United States
Fuchusi,"wow installed this app, i did alot of seo before i installed it anyway, but soon as i installed this they want me to pay upto$460 to fix my seo problems.",1,25-Aug-20,United Kingdom
Kylieskabinet,Very fast results! 2 Thumbs up,4,7-Aug-17,Malaysia
Mn90 Fashion,i'm just about to start using the app and hopfly going to work out,2,13-Apr-18,United States
Hayden Rowe Candle Co,The instructions to fix problems appear intentionally vague to encourage you to pay them to make the fix.  no thanks,2,15-Nov-16,United States
Splashbuy,"I am just started using this App. Once I am done and everything is resolved for me, I will provide a great Review.",3,13-Sep-17,United States
Yesterday's Tech,"This app immediately prompted me to agree to a monthly subscription of $20USD, or it exits you out of the app, despite saying they have a 'free forever' plan AND a 14-day free trial. I do not recommend an app that tries to force you into subscribing to their paid plan before they even allow users to try it out. The plan details are pretty misleading.",1,31-Jul-21,Australia
Casa Das T,Still trying it out as a free version...,3,3-Mar-18,Portugal
Three Fiddlehead Co.,"This app doesn't do much of anything.  A cursory examination of a random few folks below who posted a favorable review reveals that their site SEO on their homepages is abysmal, including completely missing or useless page descriptions and title tags that only have the store name in them, collection pages where the title tag only has the collection name, so on and so forth.",1,13-Jun-13,United States
S O S Sexy Obsession With Shoes,"Just started to the app, need more time to see how the app work.",3,14-May-17,United States
Feisty Gurl,"Not useful at all. My scan said no SEO issues to fix. In my opinion, there's always room for improvement.",1,3-Nov-16,United States
Chiitek,Do not recommend this app. Keep pop out approval for 20USD/Mo subscription. Can't find the free plan,2,7-Aug-21,China
29mb,"Very easy to use, and does what it promises.",4,16-Apr-18,Norway
Scarles,"Seriously, I would avoid this APP. I did an install then immediately uninstall once I saw the customization required for this. It has left code in my theme am finding very difficult to get rid of. The customer service APP support are not helping out! Becoming a real annoyance",2,"Edited September 17, 2018",New Zealand
Trictee,"i installed this app and
you guys are charging 20$ when you have a 14 day free trail and free (forever) plan
why?",1,19-Aug-21,United States
Sartorial Besbo,Very user friendly tool to help improve your SEO,4,26-Sep-16,Sweden
Egame Store,peut etre mieux je pense. on verra la suite,1,27-Aug-18,France
Cheapdeal4,its no free its no free its no free its no free its no free,1,26-Dec-17,United States
,Perfect! I'm now rest assured that all basic onpage optimization is complete and it also gave me a suggestion to edit my h2 tags.,5,24-Aug-11,N/A
,Great to get some of the basic SEO things on your webpage check. But this is just the start of SEO. Recommended for who is starting out,5,25-Nov-11,N/A
,"This plugin quickly identified an easy issue to fix, and a quick email to the developer gave me simple direction on how to fix it.",5,10-Jul-11,N/A
,"Plug in SEO is a great app to keep a track on your site when making changes, Points out specific areas that need improvements and it's free!",5,8-Jan-12,N/A
,"Easy to install and works great.  Identified a couple of issues for us which we were able to fix easily.  Some advanced features would be nice, perhaps in a paid version?",5,15-Jun-11,N/A
,As a non-expert SEo It has caught a few things for me to fix.,5,28-Nov-11,N/A
Dub Central,Great little helper App that picked up some issues and also told me how to fix them.  Really helpful technical support as well so overall very happy!,5,1-Feb-12,N/A
,I had no idea my website had no meta description added until I did a test with this App all this time. With a quick fix I now have a perfect score.,5,28-Jul-11,N/A
HealthAndDetox.com,"This is a pretty good SEO plugin. Shopify makes it very easy to make sure that your store is SEO optimized, but just in case you forget, this plugin will likely catch it. Great work.",5,25-Jan-12,N/A
Nuvaleaf Nutrition,"Full disclosure: I don't know anything about SEO so I was hesitant to use this app. After installing my report came back that I was missing some critical data and for $120 still hesitant, but looking back at reviews I decided to give it a shot. I'm so glad I did! Not only after 7 days did ""Nuvaleaf"" appear in Google but its #1! I'll attribute it to PlugInSEO + Google Adwords + Listing my site all of which were tips by the PlugInSEO crew. Awesome App. Snag it now!",5,20-Feb-12,N/A
Sacro Bosco Bicycle Works,Fantastic App - quick and to the point. Quick and very easy to use. Thank you Plug in SEO,5,14-Feb-12,N/A
Peacock Designs,"Right off the bat, I knew it was going to be a great app. The title gave me so much hope for the longterm success of my online shopify account. Once I began using it, it was so straight forward and easy to use. Thanks so much Plug in SEO!",5,4-Feb-12,N/A
UK Fundraising,"Quick, straightforward and helpful. Picked up a weakness in my site and I was able to correct it straight away. Very useful.",5,3-Feb-12,N/A
Second Stroke,"After receiving our verdict on issues we should fix I successfully fixed the Page Title issue on my own by following the instructions provided. With the META description fix I had a few more questions beyond what I could figure out on my own, and assumed I would be told to pay for the service. Instead Daniel was incredibly helpful and answered my questions as I made the edits myself. Positive sentiment all around towards the app itself and the Developer!",5,22-Feb-12,N/A
PMD Personal Microderm,Daniel helped me fix an issue and he was so great!  Fixed it right away and made it so simple,5,5-Mar-12,N/A
parasols boutique,"great app, easy to use and excellent customer service.",5,20-Mar-12,N/A
Maiden-Art Exclusive Fashion Jewelry & Accessories designed by Maristella Colombo,Great service and great costumer support! thank you Plug in SEO,5,21-Mar-12,N/A
123COSPLAY,It is very good. Give us very useful improve suggestion,5,15-Mar-12,N/A
EarthwormGardeningSoil,Great app; great price; great service! Couldn't be easier. I couldn't be happier. What more is there to say? Don't hesitate; add it to your store.,5,10-Mar-12,N/A
The Coaches Backpack,Great experience and great app!  Very professional and quick customer service.  Thanks for the help!,5,20-Mar-12,N/A
Crumple Gnome,"Awesome app! It found pages that didn't have h1 tags at all. Also, my metadata was not unique and I followed their instructions for an easy fix. Looking forward to seeing some search improvements thanks to just 20 minutes of using Plug in SEO.",5,25-Feb-12,N/A
Collections by Ann,"I am very happy!  It is the best money I have ever spent!  The service was quick , the communication excellent and the results excellent! Who could ask for more?",5,11-May-12,N/A
StylusShop.us,Excellent little tool. Found a big boo boo in my template! Glad to have found out before the official launch of the store.,5,26-Mar-12,N/A
Fancy Dress Party Ideas,"Again, used the chat function and found the guy really helpful. Highly recommend this app, worth checking now and again once it's installed for sure.",5,23-Mar-12,N/A
Lulu Belle Collars,The developer fixed all my website's issues very quickly. Great communication and super fast service. Thank you very much!,5,22-Mar-12,N/A
Bulu Box,Ohhhh snap - I <3 this app! I've used this app for 3 different websites and every time it helps. Now when I work freelance I actually just build this into the cost of the project. It actually helps me sell to clients!,5,23-Apr-12,N/A
Rainbow Flashdrive,"When I first started setting up my Shopify online store for the Rainbow Flashdrive, most of my focus was on how the website looked and how well the navigation worked.  I wasn't even thinking about SEO at all.  But after installing Plug-in-SEO, I realized that this element is equally as important.  I would like to thank Daniel, the creator of Plug-in-SEO, for helping me stay on track with this aspect of my online store.  Thanks, Daniel!",5,5-Jun-12,N/A
lovebaby.no,"Optimizing your website is one of the most important steps when creating your webshop. As I have very little knowledge about how to optimize this, I was looking for professional help. PluginSEO highlighted the critical issues with my webshop and after agreeing to fix it, the optimization was done in an instant by Daniel. Thanks!",5,13-Jun-12,N/A
Toucoul,"Awesome App! Professional, Great customer support. More Apps Daniel!",5,10-Apr-12,N/A
XO Gallery,"Awesome App! If you're looking to increase your visitors and page views, this is a must-have app. My page views have almost doubled over the course of 2 weeks! Daniel was very accommodating and completely exceeded my expectations.",5,5-Apr-12,N/A
Astder Amanda,"This is the most important app to purchase for all Shopify users. After I launched my site, I found that my website was not shown on google or yahoo search. These search engine can't located my site, that means customers can't find your site too. This resulted in loss of business as well as credit ability. Thanks to pluginSEO, my problem was solved.",5,20-May-12,N/A
Mom to Mom Club,"I would agree with many reviewers that this is a mandatory software. The support team is very helpful and it makes a huge difference when the items on the report are fixed!
Thank you Daniel for your time & help!",5,2-Aug-12,N/A
